ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202500608,FIR202501267,P002434,Fraud,BNS 318(4),SI Ravi Kumar,Bidar District & Sessions Court,14,5,2025-06-28,Filed
CS202500629,FIR202501313,P008790,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Chamarajanagar District & Sessions Court,17,30,2025-06-28,Filed
CS202500687,FIR202501455,P009486,Theft,BNS 303(2),SI Ravi Kumar,Belagavi District & Sessions Court,10,24,2025-06-28,Filed
CS202500689,FIR202501448,P003966,Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,18,5,2025-06-28,Accepted
CS202500703,FIR202501496,P008648,Theft,BNS 303(2),PI Lakshmi Devi,Ballari District & Sessions Court,15,4,2025-06-28,Accepted
CS202500533,FIR202501078,P009032,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,8,7,2025-06-28,Accepted
CS202500556,FIR202501096,P009512,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,11,5,2025-06-28,Pending Scrutiny
CS202500558,FIR202501045,P004365,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Belagavi District & Sessions Court,14,26,2025-06-28,Filed
CS202500384,FIR202500752,P004384,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Urban District & Sessions Court,17,29,2025-06-28,Returned for Correction
CS202500528,FIR202501101,P009307,Theft,BNS 303(2),SI Ganesh Rao,Belagavi District & Sessions Court,13,17,2025-06-28,Pending Scrutiny
CS202500578,FIR202501212,P002207,Dacoity,BNS 310(2),PI Lakshmi Devi,Bidar District & Sessions Court,17,22,2025-06-28,Returned for Correction
CS202500515,FIR202501043,P006096,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Ballari District & Sessions Court,8,29,2025-06-29,Returned for Correction
CS202500822,FIR202501700,P001401,Dacoity,BNS 310(2),PI Ramesh Gowda,Ballari District & Sessions Court,17,25,2025-06-29,Accepted
CS202500549,FIR202501095,P004545,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,12,27,2025-06-29,Accepted
CS202500735,FIR202501554,P004237,Dacoity,BNS 310(2),SI Prakash Sharma,Belagavi District & Sessions Court,14,5,2025-06-29,Pending Scrutiny
CS202500440,FIR202500860,P000942,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,3,3,2025-06-29,Filed
CS202500575,FIR202501208,P006615,Murder,BNS 103(1),SI Ganesh Rao,Bidar District & Sessions Court,12,15,2025-06-29,Pending Scrutiny
CS202500730,FIR202501550,P008297,Dacoity,BNS 310(2),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,13,19,2025-06-29,Accepted
CS202500702,FIR202501490,P000602,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,15,24,2025-06-29,Filed
CS202500860,FIR202501791,P006866,Theft,BNS 303(2),PI Harish Naik,Belagavi District & Sessions Court,10,8,2025-06-30,Filed
CS202500607,FIR202501233,P007169,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,4,5,2025-06-30,Accepted
CS202500793,FIR202501633,P005684,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,7,26,2025-06-30,Returned for Correction
CS202500925,FIR202501917,P000084,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,5,26,2025-07-01,Pending Scrutiny
CS202500358,FIR202500711,P000373,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,13,30,2025-07-01,Filed
CS202500447,FIR202500888,P009341,Murder,BNS 103(1),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,14,5,2025-07-01,Filed
CS202500386,FIR202500725,P001881,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,15,11,2025-07-01,Accepted
CS202500630,FIR202501338,P009351,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,10,18,2025-07-01,Filed
CS202500595,FIR202501227,P000150,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,9,24,2025-07-01,Accepted
CS202500839,FIR202501739,P002789,Murder,BNS 103(1),SI Prakash Sharma,Belagavi District & Sessions Court,15,27,2025-07-01,Pending Scrutiny
CS202500726,FIR202501531,P009323,Theft,BNS 303(2),PI Chetan Kumar,Chikkaballapura District & Sessions Court,15,6,2025-07-02,Filed
CS202500502,FIR202501005,P002859,Theft,BNS 303(2),PI Lakshmi Devi,Bidar District & Sessions Court,10,24,2025-07-02,Filed
CS202500830,FIR202501735,P007963,Dacoity,BNS 310(2),SI Prakash Sharma,Ballari District & Sessions Court,3,3,2025-07-02,Accepted
CS202500738,FIR202501504,P009686,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,3,12,2025-07-02,Filed
CS202500394,FIR202500763,P008699,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,11,15,2025-07-02,Filed
CS202500613,FIR202501261,P000689,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,13,5,2025-07-02,Returned for Correction
CS202500406,FIR202500791,P006049,Dacoity,BNS 310(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,5,10,2025-07-02,Accepted
CS202500599,FIR202501186,P005674,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,11,23,2025-07-02,Filed
CS202500765,FIR202501547,P001420,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,12,15,2025-07-03,Filed
CS202500521,FIR202501079,P006452,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Belagavi District & Sessions Court,17,24,2025-07-03,Accepted
CS202500889,FIR202501832,P000656,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Belagavi District & Sessions Court,16,13,2025-07-03,Returned for Correction
CS202500501,FIR202501031,P009407,Theft,BNS 303(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,4,3,2025-07-03,Pending Scrutiny
CS202500513,FIR202501006,P000428,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,18,4,2025-07-03,Filed
CS202500598,FIR202501160,P001414,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,18,30,2025-07-03,Accepted
CS202500852,FIR202501713,P003118,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,13,21,2025-07-03,Returned for Correction
CS202500661,FIR202501394,P006496,Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,3,18,2025-07-04,Accepted
CS202500395,FIR202500776,P007338,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,10,11,2025-07-04,Accepted
CS202500881,FIR202501831,P009609,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,14,14,2025-07-04,Pending Scrutiny
CS202500516,FIR202501050,P001606,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,7,18,2025-07-04,Filed
CS202500675,FIR202501415,P004170,Murder,BNS 103(1),PI Ramesh Gowda,Ballari District & Sessions Court,18,20,2025-07-04,Pending Scrutiny
CS202500478,FIR202500943,P004787,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bagalkote District & Sessions Court,5,23,2025-07-05,Returned for Correction
CS202500885,FIR202501844,P008433,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,2,28,2025-07-05,Returned for Correction
CS202500476,FIR202500966,P007612,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,3,28,2025-07-05,Pending Scrutiny
CS202500401,FIR202500795,P003766,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Urban District & Sessions Court,7,27,2025-07-05,Pending Scrutiny
CS202500490,FIR202500989,P000169,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,6,18,2025-07-05,Pending Scrutiny
CS202500621,FIR202501303,P005895,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,5,20,2025-07-05,Pending Scrutiny
CS202500451,FIR202500913,P002855,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,13,15,2025-07-05,Returned for Correction
CS202500742,FIR202501568,P001926,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,17,13,2025-07-05,Filed
CS202500745,FIR202501584,P001761,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Belagavi District & Sessions Court,9,21,2025-07-06,Returned for Correction
CS202500414,FIR202500810,P000115,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chikkaballapura District & Sessions Court,8,16,2025-07-06,Accepted
CS202500461,FIR202500910,P006481,Dacoity,BNS 310(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,4,22,2025-07-06,Filed
CS202500705,FIR202501503,P007220,Dacoity,BNS 310(2),PI Naveen Patil,Bidar District & Sessions Court,2,21,2025-07-06,Returned for Correction
CS202500700,FIR202501488,P008627,Vehicle Theft,BNS 303(2),PI Naveen Patil,Chikkaballapura District & Sessions Court,12,18,2025-07-06,Pending Scrutiny
CS202500643,FIR202501345,P009247,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,15,8,2025-07-06,Returned for Correction
CS202500799,FIR202501669,P000547,Murder,BNS 103(1),PI Ramesh Gowda,Belagavi District & Sessions Court,4,28,2025-07-06,Filed
CS202500497,FIR202501015,P005850,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Urban District & Sessions Court,18,15,2025-07-06,Pending Scrutiny
CS202500917,FIR202501878,P000032,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Chikkaballapura District & Sessions Court,6,28,2025-07-07,Accepted
CS202500650,FIR202501364,P003840,Fraud,BNS 318(4),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,16,6,2025-07-07,Filed
CS202500962,FIR202501961,P009663,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Belagavi District & Sessions Court,10,22,2025-07-08,Accepted
CS202500762,FIR202501585,P000231,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,3,13,2025-07-08,Filed
CS202500537,FIR202501118,P005430,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bidar District & Sessions Court,5,24,2025-07-08,Pending Scrutiny
CS202500956,FIR202501959,P003577,Dacoity,BNS 310(2),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,11,28,2025-07-08,Pending Scrutiny
CS202500864,FIR202501754,P006431,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,18,16,2025-07-09,Returned for Correction
CS202500649,FIR202501375,P008782,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bengaluru Rural District & Sessions Court,17,14,2025-07-09,Pending Scrutiny
CS202500706,FIR202501449,P004785,Dacoity,BNS 310(2),SI Mahesh Bhat,Ballari District & Sessions Court,8,11,2025-07-09,Returned for Correction
CS202500561,FIR202501163,P009311,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,12,14,2025-07-09,Pending Scrutiny
CS202500593,FIR202501256,P000177,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Belagavi District & Sessions Court,13,22,2025-07-09,Returned for Correction
CS202500814,FIR202501688,P007264,Dacoity,BNS 310(2),SI Ganesh Rao,Belagavi District & Sessions Court,17,3,2025-07-10,Accepted
CS202500544,FIR202501122,P004059,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,14,18,2025-07-10,Returned for Correction
CS202500592,FIR202501248,P005518,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Ballari District & Sessions Court,8,25,2025-07-10,Accepted
CS202500784,FIR202501660,P006932,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,17,18,2025-07-10,Filed
CS202500744,FIR202501553,P002961,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Belagavi District & Sessions Court,16,27,2025-07-10,Pending Scrutiny
CS202500792,FIR202501666,P007668,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bagalkote District & Sessions Court,10,19,2025-07-11,Returned for Correction
CS202500519,FIR202501021,P006614,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,4,30,2025-07-11,Accepted
CS202500557,FIR202501168,P001279,Theft,BNS 303(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,3,9,2025-07-11,Filed
CS202500975,FIR202501985,P009846,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Ballari District & Sessions Court,18,18,2025-07-11,Pending Scrutiny
CS202500667,FIR202501404,P001514,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,10,22,2025-07-11,Pending Scrutiny
CS202500438,FIR202500881,P001008,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,13,12,2025-07-11,Pending Scrutiny
CS202500488,FIR202501003,P006025,Murder,BNS 103(1),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,8,11,2025-07-12,Pending Scrutiny
CS202500776,FIR202501641,P001621,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Belagavi District & Sessions Court,3,18,2025-07-12,Pending Scrutiny
CS202500993,FIR202502041,P002236,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Bengaluru Rural District & Sessions Court,3,29,2025-07-12,Filed
CS202500789,FIR202501661,P002267,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,2,26,2025-07-13,Returned for Correction
CS202500802,FIR202501689,P003618,Dacoity,BNS 310(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,9,9,2025-07-13,Pending Scrutiny
CS202500510,FIR202501051,P001256,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bagalkote District & Sessions Court,16,19,2025-07-13,Accepted
CS202500994,FIR202502043,P003644,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,13,13,2025-07-13,Accepted
CS202500701,FIR202501492,P003071,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Chamarajanagar District & Sessions Court,9,5,2025-07-13,Returned for Correction
CS202500751,FIR202501600,P003304,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,4,30,2025-07-14,Pending Scrutiny
CS202500871,FIR202501787,P006644,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Ballari District & Sessions Court,4,28,2025-07-14,Returned for Correction
CS202500809,FIR202501684,P004561,Dacoity,BNS 310(2),PI Ramesh Gowda,Bagalkote District & Sessions Court,2,21,2025-07-14,Accepted
CS202500733,FIR202501556,P009332,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,17,14,2025-07-14,Pending Scrutiny
CS202500955,FIR202501955,P007941,Theft,BNS 303(2),SI Ganesh Rao,Belagavi District & Sessions Court,9,13,2025-07-14,Pending Scrutiny
CS202500752,FIR202501573,P001202,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Ballari District & Sessions Court,7,10,2025-07-14,Accepted
CS202500785,FIR202501615,P000982,Murder,BNS 103(1),PI Lakshmi Devi,Bagalkote District & Sessions Court,2,23,2025-07-14,Accepted
CS202500837,FIR202501747,P007949,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bagalkote District & Sessions Court,11,28,2025-07-15,Filed
CS202500856,FIR202501773,P006585,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Belagavi District & Sessions Court,16,27,2025-07-15,Accepted
CS202500713,FIR202501518,P002437,Theft,BNS 303(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,2,20,2025-07-15,Accepted
CS202500606,FIR202501202,P000555,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,16,18,2025-07-15,Filed
CS202500568,FIR202501125,P004256,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,8,21,2025-07-15,Returned for Correction
CS202500692,FIR202501460,P006353,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Ballari District & Sessions Court,4,19,2025-07-15,Filed
CS202500950,FIR202501954,P006599,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Belagavi District & Sessions Court,8,29,2025-07-16,Accepted
CS202500866,FIR202501728,P006699,Dacoity,BNS 310(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,18,18,2025-07-16,Pending Scrutiny
CS202500857,FIR202501789,P001549,Theft,BNS 303(2),SI Prakash Sharma,Belagavi District & Sessions Court,4,18,2025-07-16,Pending Scrutiny
CS202500798,FIR202501644,P001991,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,12,14,2025-07-16,Filed
CS202500916,FIR202501818,P009135,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Ballari District & Sessions Court,6,19,2025-07-16,Pending Scrutiny
CS202500605,FIR202501245,P005855,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,18,30,2025-07-16,Pending Scrutiny
CS202500819,FIR202501715,P000069,Murder,BNS 103(1),SI Ravi Kumar,Chamarajanagar District & Sessions Court,3,8,2025-07-17,Returned for Correction
CS202500655,FIR202501389,P003955,Theft,BNS 303(2),SI Ravi Kumar,Chamarajanagar District & Sessions Court,5,14,2025-07-17,Returned for Correction
CS202500698,FIR202501484,P006505,Dacoity,BNS 310(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,4,29,2025-07-17,Pending Scrutiny
CS202500754,FIR202501599,P002710,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,8,18,2025-07-17,Pending Scrutiny
CS202500835,FIR202501744,P002462,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,6,12,2025-07-17,Returned for Correction
CS202500486,FIR202500982,P006511,Theft,BNS 303(2),SI Mahesh Bhat,Bagalkote District & Sessions Court,4,29,2025-07-18,Filed
CS202500625,FIR202501316,P006320,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Rural District & Sessions Court,16,8,2025-07-18,Returned for Correction
CS202500676,FIR202501424,P003687,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,17,22,2025-07-18,Filed
CS202500781,FIR202501624,P008593,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Chamarajanagar District & Sessions Court,14,10,2025-07-18,Filed
CS202500988,FIR202502029,P009709,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Belagavi District & Sessions Court,18,20,2025-07-18,Pending Scrutiny
CS202500644,FIR202501324,P005920,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,2,8,2025-07-18,Accepted
CS202500602,FIR202501237,P000591,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bidar District & Sessions Court,14,25,2025-07-18,Returned for Correction
CS202500526,FIR202501061,P007277,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,16,12,2025-07-19,Accepted
CS202500674,FIR202501426,P003516,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,13,8,2025-07-19,Returned for Correction
CS202500518,FIR202501077,P001528,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Belagavi District & Sessions Court,16,15,2025-07-19,Accepted
CS202500697,FIR202501478,P007086,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Belagavi District & Sessions Court,16,4,2025-07-19,Pending Scrutiny
CS202501004,FIR202502047,P000925,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Belagavi District & Sessions Court,5,18,2025-07-19,Returned for Correction
CS202500471,FIR202500950,P002853,Murder,BNS 103(1),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,6,23,2025-07-19,Accepted
CS202500614,FIR202501230,P006998,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Belagavi District & Sessions Court,9,10,2025-07-19,Filed
CS202500619,FIR202501284,P005018,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Bengaluru Rural District & Sessions Court,2,8,2025-07-19,Filed
CS202500780,FIR202501577,P002372,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Belagavi District & Sessions Court,10,27,2025-07-20,Returned for Correction
CS202500888,FIR202501846,P008410,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,11,3,2025-07-20,Pending Scrutiny
CS202500976,FIR202501988,P002277,Dacoity,BNS 310(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,15,4,2025-07-20,Pending Scrutiny
CS202500850,FIR202501769,P009775,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,18,14,2025-07-20,Filed
CS202500777,FIR202501650,P008347,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,5,22,2025-07-20,Returned for Correction
CS202500504,FIR202501036,P003093,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,13,7,2025-07-20,Pending Scrutiny
CS202500876,FIR202501824,P007772,Murder,BNS 103(1),PI Lakshmi Devi,Bidar District & Sessions Court,8,19,2025-07-20,Returned for Correction
CS202500875,FIR202501772,P005431,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chikkaballapura District & Sessions Court,16,5,2025-07-20,Accepted
